Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
P22090	RPS4Y1	28167.64	19	100	24647.61	16	100	26016.51	18	100	22646.53	28	68	27421.31	37.81688975	53.33333333	23080.60	29.56207856	66.16541353
P22102	GART	35939.60	11	100	42750.49	6	100	40101.81	12	100	38324.35	11	100	41233.72	10.97169584	100	38652.48	11.33503342	100
P22234	PAICS	122153.71	18	100	156199.06	11	100	142959.20	18	100	106354.60	9	100	102565.12	7.333737672	100	105927.21	9.134419284	100
P22304	IDS	2429.06	21	100	2693.24	58	100	2590.50	48	100	1708.30	36	95	1638.51	49.99611499	93.33333333	1700.54	37.67642428	94.73684211
P22307	SCP2	63766.66	26	100	66810.00	34	100	65626.48	30	100	54455.50	21	100	57569.34	25.67277731	100	54806.68	21.38180143	100
P22314	UBA1	261615.81	12	100	248987.73	8	100	253898.65	10	100	298153.72	11	100	300509.20	15.18284321	100	298419.37	11.56034906	100
P22352	GPX3	40263.08	31	100	25226.07	38	100	31073.79	41	100	17767.40	35	100	19737.64	42.3245033	100	17989.61	35.69897768	100
P22392	NME2	136186.93	11	100	151121.81	15	100	145313.80	15	100	180204.29	14	100	182287.30	11.91761574	100	180439.22	13.99422209	100
P22413	ENPP1	8209.79	8	100	6994.97	17	100	7467.40	16	100	12377.62	29	100	15661.29	32.01528514	100	12747.96	30.30760701	100
P22570	FDXR	7973.31	11	100	9287.22	16	100	8776.26	16	100	17109.19	26	100	20440.85	19.64081545	100	17484.94	25.52571979	100
P22626	HNRNPA2B1	879356.90	15	100	985015.39	10	100	943925.98	13	100	797396.78	11	100	813203.20	11.78032844	100	799179.46	11.05614464	100
P22670	RFX1	8100.15	11	100	8505.38	10	100	8347.79	10	100	8096.37	12	100	7938.22	15.14331379	100	8078.53	11.94619765	100
P22676	CALB2	311042.52	36	100	137075.18	45	100	204729.15	59	100	3200.36	42	54	2951.48	45.80773692	53.33333333	3172.71	41.9599256	54.13533835
P22681	CBL	1895.82	36	100	2227.90	19	100	2098.76	26	100	1672.78	51	89	1742.19	28.23540383	86.66666667	1680.42	48.8713392	88.72180451
P22694	PRKACB	7982.86	16	100	10706.52	11	100	9647.32	19	100	11617.72	16	100	10477.61	18.23737148	100	11489.14	16.49850983	100
P22695	UQCRC2	66474.59	18	100	87894.16	31	100	79564.32	31	100	91678.31	15	100	94002.88	10.04466928	100	91940.48	14.3801478	100
P22735	TGM1	2091.63	58	71	1499.71	11	27	1869.66	52	44	1655.32	51	50	1285.06	47.69001044	46.66666667	1616.05	51.58859016	49.62406015
P22748	CA4	1794.97		14	6738.62	171	45	5914.67	178	33	11479.68	68	100	16876.23	51.47454605	100	12088.31	66.60341828	100
P22760	AADAC			0	2331.92	31	18	2331.92	31	11	5581.59	98	85	7443.96	77.8478304	100	5824.51	95.19955695	86.46616541
P22830	FECH	17998.83	15	100	22078.74	19	100	20492.11	20	100	20307.01	17	100	17338.14	20.19301709	100	19972.18	17.65639649	100
P23025	XPA	1354.84	26	100	1696.32	21	100	1563.53	25	100	1077.57	31	99	1038.67	27.57338123	100	1073.15	30.34543029	99.2481203
P23141	CES1	10028.46	41	100	16905.38	55	100	14231.02	58	100	12526.00	79	100	27185.08	131.3765283	100	14179.28	110.1621599	100
P23193	TCEA1	37206.65	16	100	39955.37	13	100	38886.42	15	100	37248.05	12	100	36665.69	11.8148242	100	37182.37	11.71794941	100
P23219	PTGS1	3320.57		14	12324.12	110	45	10823.53	117	33	4757.29	30	93	4977.69	34.08892598	86.66666667	4780.58	30.43756849	92.48120301
P23229	ITGA6	3851.03	54	100	12440.29	37	100	9100.02	63	100	10182.32	50	100	12085.58	50.4539958	100	10396.97	50.45687839	100
P23246	SFPQ	204328.05	17	100	253700.94	11	100	234500.37	17	100	172087.70	10	100	184452.69	8.385888905	100	173482.24	10.15316024	100
P23258	TUBG1	17093.56	10	100	19199.82	7	100	18380.72	10	100	22458.38	9	100	21883.41	5.319224051	100	22393.53	9.027347771	100
P23284	PPIB	754950.86	16	100	657626.97	15	100	695475.15	16	100	893239.41	15	100	920907.58	28.12223898	100	896359.88	17.29426124	100
P23368	ME2	37870.52	6	100	39979.52	11	100	39159.36	9	100	60453.71	14	100	50040.30	23.96778835	100	59279.26	15.88552639	100
P23381	WARS1	49517.81	13	100	50714.48	9	100	50249.11	10	100	90892.72	29	100	83275.97	18.6001735	100	90033.69	28.63116218	100
P23396	RPS3	288730.57	10	100	274199.79	6	100	279850.65	8	100	325798.46	13	100	367492.82	30.55754766	100	330500.83	16.97754531	100
P23434	GCSH	3039.62	41	71	3480.64	31	100	3342.82	33	89	2790.60	30	77	2512.00	51.20342977	73.33333333	2760.55	32.43180597	76.69172932
P23443	RPS6KB1	6226.78	17	100	6096.45	15	100	6147.13	16	100	5544.96	20	100	5399.73	17.94894599	100	5528.58	20.04371188	100
P23458	JAK1	4176.76	18	100	3983.03	28	100	4058.37	24	100	9327.45	20	100	11300.25	20.59412867	100	9549.95	21.30502517	100
P23467	PTPRB	4941.05	28	43	6047.38	36	45	5632.51	34	44	7291.29	28	89	7264.12	35.02612007	86.66666667	7288.30	28.92025225	88.72180451
P23469	PTPRE	1531.52	47	71	1304.58	53	45	1418.05	48	56	2509.28	32	96	2593.71	38.44737466	100	2519.17	32.50570615	96.2406015
P23497	SP100	1150.56		14	4714.42	109	73	4318.43	115	50	7962.25	24	100	10151.54	27.62222488	100	8209.16	26.06375231	100
P23508	MCC	21769.94	22	100	18915.34	19	100	20025.46	21	100	24790.86	18	100	23624.45	19.64694668	100	24659.31	17.76535071	100
P23511	NFYA	160.80		14	203.12	57	73	198.42	55	50	216.50	86	56	163.66	76.48164358	46.66666667	211.43	85.47989682	54.88721805
P23526	AHCY	237557.00	6	100	223615.27	8	100	229037.06	8	100	171982.24	9	100	176131.67	14.60621634	100	172450.22	9.474220712	100
P23528	CFL1	533553.43	7	100	530158.52	10	100	531478.76	8	100	302784.99	14	100	334388.78	14.72653517	100	306349.33	14.37662482	100
P23588	EIF4B	43651.16	21	100	45449.80	10	100	44750.33	15	100	56808.23	16	100	55322.37	12.73671978	100	56640.65	15.72293054	100
P23610	F8A1	7732.18	11	100	6783.79	13	100	7152.61	14	100	7160.16	13	100	6573.90	17.09913077	100	7094.04	13.24026886	100
P23634	ATP2B4	44241.71	10	100	41160.29	12	100	42358.62	12	100	30888.28	14	100	35851.06	14.35636899	100	31447.99	15.25921629	100
P23743	DGKA	2673.56	25	100	2361.08	34	100	2482.60	30	100	4357.33	19	100	5169.61	28.97917174	100	4448.94	21.84263496	100
P23786	CPT2	26425.29	11	100	29550.89	16	100	28335.38	15	100	54723.76	18	100	45314.24	23.38079001	100	53662.54	19.53638327	100
P23919	DTYMK	13935.01	32	100	18255.60	15	100	16575.37	24	100	12002.54	18	100	12751.54	13.89771794	100	12087.01	17.38881416	100
P23921	RRM1	12254.35	59	100	19696.81	34	100	16802.52	45	100	7007.31	22	100	7458.42	20.03315043	100	7058.19	22.20419644	100
P23946	CMA1			0			0			0	7465.98	75	86	9273.73	70.71179628	80	7657.95	74.33525779	84.96240602
P24043	LAMA2	15404.85	29	86	17716.64	50	100	16900.72	44	94	17622.38	34	100	19593.53	36.56969171	100	17844.69	33.97459887	100
P24158	PRTN3	1346.02	62	29			0	1346.02	62	11	900.67	81	36	655.24	43.44166502	33.33333333	875.10	80.17902138	36.09022556
P24298	GPT	293.28		14	3461.02	56	27	2669.08	84	22	2117.83	54	64	2524.39	60.74532815	86.66666667	2177.89	55.24125679	66.16541353
P24310	COX7A1			0			0			0	8208.39	37	100	7417.73	30.36415042	100	8119.22	36.2112363	100
P24386	CHM	16217.06	5	100	12968.86	18	100	14232.05	17	100	20388.57	14	100	17636.40	22.57885807	100	20078.17	15.53403965	100
P24468	NR2F2	4894.45	41	86	5909.15	52	100	5551.02	49	94	3092.87	27	81	3635.34	24.24889843	86.66666667	3158.17	26.85815245	81.20300752
P24534	EEF1B2	75329.79	26	100	71774.40	10	100	73157.05	18	100	93859.18	15	100	100597.63	21.18293886	100	94619.16	15.91347661	100
P24539	ATP5PB	202331.95	22	100	228523.15	27	100	218337.69	26	100	299924.78	16	100	262103.80	12.78346813	100	295659.26	16.59990519	100
P24557	TBXAS1	1509.58	14	43	1627.28	41	64	1591.97	35	56	2500.03	42	97	3039.33	43.24847598	100	2562.26	42.77786985	97.7443609
P24593	IGFBP5	83904.44	31	100	46636.23	60	100	61129.43	53	100	15241.55	54	100	18624.46	77.35734857	93.33333333	15600.34	57.86377713	99.2481203
P24666	ACP1	105327.78	9	100	129201.21	6	100	119917.09	12	100	84767.01	15	100	90312.57	13.2518056	100	85392.45	15.01669405	100
P24723	PRKCH	2653.05	20	100	2531.31	31	100	2578.65	26	100	2505.38	24	98	2321.71	31.63342954	100	2484.35	24.80353349	98.4962406
P24752	ACAT1	83118.56	12	100	92449.58	23	100	88820.85	20	100	217609.10	14	100	189794.78	17.58983387	100	214472.15	14.98900174	100
P24844	MYL9	5543.15	22	57	11326.68	89	91	9674.24	92	78	30476.32	39	100	30293.85	35.59809232	100	30455.74	38.4214264	100
P24928	POLR2A	38077.12	14	100	42159.85	12	100	40572.13	13	100	32677.37	8	100	35906.02	8.882510763	100	33041.51	8.57551253	100
P24941	CDK2	4954.18	53	100	6753.88	28	100	6054.00	38	100	3465.21	38	100	3578.59	20.02232549	100	3477.99	35.85973341	100
P25054	APC	3139.19	16	100	3175.59	19	100	3161.44	17	100	2654.62	18	100	2551.21	16.74588415	100	2642.96	17.76406985	100
P25098	GRK2	15900.99	10	100	12744.70	10	100	13972.15	15	100	14546.82	11	100	13805.60	15.81331777	100	14463.23	11.71520946	100
P25205	MCM3	15394.92	64	100	27494.02	38	100	22788.82	51	100	2891.56	39	100	2920.21	34.96654392	100	2894.79	38.23404449	100
P25208	NFYB	4015.62	20	100	6389.99	17	100	5466.62	28	100	5487.57	20	100	5537.76	22.79247261	100	5493.23	20.54502065	100
P25311	AZGP1	10967.38	81	100	4675.30	67	82	7428.09	92	89	8233.63	44	100	10854.10	87.6677097	100	8529.17	55.04598312	100
P25325	MPST	52306.71	20	100	59020.19	11	100	56409.39	15	100	22076.36	35	100	31029.67	47.16098076	100	23086.13	39.66762304	100
P25398	RPS12	170548.38	14	100	165321.82	12	100	167354.37	13	100	180231.15	22	100	218311.13	30.89880206	100	184525.88	24.25846345	100
P25440	BRD2	5538.91	19	100	5864.22	11	100	5737.71	14	100	6650.25	13	100	7253.72	9.108987664	100	6718.31	13.28713849	100
P25445	FAS			0	213.31		9	213.31		6	1491.10	42	98	1838.18	30.57276075	100	1530.84	41.32035316	98.4962406
P25490	YY1	7109.71	20	100	6778.72	19	100	6907.44	19	100	7304.07	18	100	7032.54	14.31417148	100	7273.44	17.99733758	100
P25685	DNAJB1	24822.56	12	100	34213.82	11	100	30561.66	19	100	36795.18	15	100	40142.16	16.2672046	100	37172.66	15.71382196	100
P25686	DNAJB2	11157.85	25	100	10209.34	16	100	10578.20	20	100	16040.57	14	100	13953.43	21.84578574	100	15805.18	15.28081912	100
P25705	ATP5F1A	518728.81	19	100	609684.33	31	100	574312.74	28	100	759168.55	16	100	671288.07	10.48035357	100	749257.22	16.45687444	100
P25774	CTSS			0	1745.46		9	1745.46		6	13525.50	50	100	22630.30	44.22823845	100	14552.35	52.77061729	100
P25786	PSMA1	192356.52	7	100	214557.97	5	100	205924.07	8	100	207695.51	9	100	207540.51	6.830075354	100	207678.03	8.49563555	100
P25787	PSMA2	42157.90	9	100	47211.19	9	100	45246.02	10	100	44974.21	10	100	45597.32	6.364300642	100	45044.48	9.896669408	100
P25788	PSMA3	93423.00	5	100	106476.67	7	100	101400.24	9	100	101750.80	9	100	105157.86	4.989438308	100	102135.06	8.957957934	100
P25789	PSMA4	123885.03	5	100	136910.15	6	100	131844.82	8	100	129686.71	7	100	135435.66	8.03054061	100	130335.09	7.541033557	100
P26006	ITGA3	6180.44	41	100	6346.15	40	100	6281.71	39	100	18535.84	26	100	23742.54	22.1972946	100	19123.06	27.07717756	100
P26012	ITGB8	2750.64	16	71	3991.09	24	82	3548.07	28	78	3668.37	45	81	4167.27	37.36325028	100	3736.41	43.90465077	82.70676692
P26038	MSN	290334.43	13	100	293096.91	10	100	292022.61	11	100	584001.19	23	100	715353.60	18.02300486	100	598815.38	22.95019135	100
P26045	PTPN3	415.75	62	57	396.68	53	91	402.13	53	78	1274.93	35	100	942.44	26.45374381	100	1237.43	35.16347859	100
P26196	DDX6	94795.25	6	100	94731.81	10	100	94756.48	9	100	94460.86	10	100	97275.79	8.927148599	100	94778.33	10.13882829	100
P26232	CTNNA2	21250.48	19	100	16729.99	22	100	18487.96	24	100	17989.07	23	100	13739.69	27.48590519	100	17509.81	24.66047442	100
P26358	DNMT1	9374.07	22	100	9601.69	25	100	9513.17	24	100	6311.00	18	99	6804.24	11.91644472	100	6367.05	17.07518257	99.2481203
P26367	PAX6	8799.12	16	100	5418.17	36	100	6732.99	36	100	12639.88	28	100	13235.31	32.50429789	100	12707.04	28.11529963	100
P26368	U2AF2	85310.01	14	100	86648.79	10	100	86128.15	11	100	65399.07	9	100	66320.48	8.429620704	100	65502.99	8.619302226	100
P26373	RPL13	177692.19	18	100	223140.70	10	100	205466.28	17	100	243182.33	22	100	284251.38	38.57674915	100	247814.18	25.19238251	100
P26378	ELAVL4	61340.27	26	100	40820.11	31	100	48800.17	35	100	30194.35	18	100	24972.44	19.98174092	100	29605.42	19.33643174	100
P26440	IVD	47090.89	10	100	56261.93	18	100	52695.41	18	100	98501.89	21	100	88122.84	14.97968951	100	97331.32	20.73624465	100
P26447	S100A4	4661.52	46	43	4563.69	61	55	4596.30	53	50	5156.73	54	97	5428.02	54.18955626	100	5188.04	53.51116783	97.7443609
P26572	MGAT1	6392.39	13	100	5854.48	29	100	6063.66	24	100	13655.14	18	100	13848.59	22.14777521	100	13676.96	18.68134513	100
P26583	HMGB2	55608.04	40	100	98291.51	33	100	81692.38	43	100	33168.40	19	100	34312.38	20.96415234	100	33297.42	19.27656692	100
P26599	PTBP1	252178.52	8	100	292008.64	10	100	276519.15	12	100	224540.54	9	100	243969.58	8.623686129	100	226731.78	9.391011164	100
P26639	TARS1	87468.33	13	100	86847.45	9	100	87088.90	10	100	99362.09	10	100	98274.44	10.53704938	100	99239.42	9.647851798	100
P26640	VARS1	85156.15	17	100	72421.68	21	100	77373.98	20	100	91566.21	11	100	98278.47	9.500893296	100	92323.23	10.99595949	100
P26641	EEF1G	367755.43	6	100	318376.45	6	100	337579.39	9	100	395268.01	10	100	424224.29	17.99453644	100	398533.76	11.5891714	100
P26651	ZFP36			0	88.16		9	88.16		6	246.47	45	62	236.41	33.38068744	80	245.05	43.59511914	63.90977444
P26885	FKBP2	88541.62	23	100	80275.27	21	100	83489.96	22	100	184153.69	21	100	177667.98	21.26705662	100	183422.22	20.60029341	100
P26951	IL3RA			0			0			0	167.21	63	66	145.67	46.50124511	53.33333333	165.21	62.30575351	64.66165414
P27105	STOM	3264.44	49	57	5068.27	67	91	4552.89	67	78	56226.53	35	100	52343.53	36.14362245	100	55788.60	35.46559142	100
P27144	AK4	13250.58	39	100	15286.28	45	100	14494.62	42	100	14488.09	30	100	17812.11	37.8165097	100	14862.98	32.02850678	100
P27169	PON1	478.55		14			0	478.55		6	3952.36	41	100	3334.12	37.25530598	100	3882.63	41.29970007	100
P27216	ANXA13	6178.60	55	100	26123.32	139	100	18367.04	162	100	5886.18	41	91	6013.43	40.08878888	93.33333333	5900.90	40.66789495	90.97744361
P27338	MAOB	10870.88	27	100	17378.70	45	100	14847.88	48	100	85229.73	30	100	108859.60	28.06773439	100	87894.75	30.68712122	100
P27348	YWHAQ	338874.62	6	100	379281.88	10	100	363567.94	10	100	391583.04	12	100	365268.91	16.40482928	100	388615.28	12.76006142	100
P27361	MAPK3	81470.00	15	100	57001.13	21	100	66516.80	25	100	46339.85	10	100	46809.16	16.95595651	100	46392.78	10.89775163	100
P27448	MARK3	17238.38	7	100	16141.52	8	100	16568.08	8	100	16072.12	10	100	15043.51	14.90534414	100	15956.11	10.51683642	100
P27449	ATP6V0C	22891.14	22	100	22449.47	33	100	22621.23	29	100	32284.80	23	100	30124.90	27.12066525	100	32041.20	23.76434059	100
P27482	CALML3	524.01	73	57	826.40	53	91	740.01	59	78	1531.37	48	81	1432.96	59.91752744	66.66666667	1522.08	48.57262367	79.69924812
P27487	DPP4	172373.45	38	100	132854.45	59	100	148222.95	50	100	56600.65	37	100	66813.01	39.91290741	100	57752.42	37.7812247	100
P27540	ARNT	959.58	31	100	1099.57	26	100	1045.13	28	100	1340.46	27	97	1333.83	22.50170236	100	1339.69	26.02899781	96.9924812
P27544	CERS1	1790.02	60	100	1236.32	39	100	1451.65	54	100	526.98	112	75	856.53	66.27526381	86.66666667	569.39	104.4154236	75.93984962
P27635	RPL10	129105.34	12	100	150487.03	5	100	142171.93	11	100	162068.11	15	100	188161.84	22.98160284	100	165011.01	17.31814152	100
P27694	RPA1	32378.07	20	100	46941.12	15	100	41277.71	24	100	42174.37	9	100	39524.55	9.935913902	100	41875.52	9.398895915	100
P27695	APEX1	156482.97	15	100	175051.61	17	100	167830.47	17	100	86977.78	12	100	99972.20	12.98502761	100	88443.32	12.73156807	100
P27701	CD82	4089.53	32	100	2964.77	28	73	3489.66	34	83	12436.09	25	100	13005.55	36.72103854	100	12500.32	26.47465831	100
P27707	DCK	5127.99	15	100	5222.98	9	100	5186.04	11	100	4916.42	19	100	4915.53	18.29637484	100	4916.32	18.76878556	100
P27708	CAD	24854.06	17	100	34088.54	15	100	30497.35	21	100	21236.07	12	100	23721.03	15.90086088	100	21516.33	12.84688583	100
P27797	CALR	157863.41	19	100	153554.55	15	100	155230.21	16	100	204691.40	14	100	196803.36	14.14471301	100	203801.77	14.35249082	100
P27816	MAP4	58576.61	25	100	60224.02	23	100	59583.36	23	100	61903.82	21	100	70486.20	20.63284655	100	62871.76	21.26684047	100
P27824	CANX	127364.24	12	100	136510.77	13	100	132953.78	13	100	185285.92	17	100	156799.10	13.33342605	100	182073.12	17.38069263	100
P27986	PIK3R1	3284.62	33	100	3056.59	19	100	3145.27	25	100	3532.12	20	100	3774.73	22.28953037	100	3559.48	20.18051641	100
P28062	PSMB8	6406.14	30	100	8659.80	34	100	7783.38	36	100	32911.33	24	100	41783.00	28.37048537	100	33911.90	26.12385469	100
P28065	PSMB9	6152.46	52	57	4345.05	49	73	4947.52	51	67	18198.56	28	100	24344.95	33.21134979	100	18891.76	31.00841132	100
P28066	PSMA5	92018.72	7	100	101734.52	6	100	97956.16	8	100	97627.79	8	100	100398.12	7.356688799	100	97940.23	8.237159345	100
P28070	PSMB4	89887.01	16	100	110797.54	15	100	102665.67	18	100	108777.17	12	100	108785.73	12.49819491	100	108778.14	11.71116699	100
P28072	PSMB6	189701.29	6	100	212101.06	6	100	203390.04	8	100	191066.93	9	100	189938.71	9.293919652	100	190939.69	9.326879515	100
P28074	PSMB5	112486.56	7	100	117112.53	7	100	115313.54	7	100	95387.98	11	100	88954.75	8.468543032	100	94662.43	10.62444929	100
P28161	GSTM2	520865.67	16	100	430127.33	10	100	465414.46	16	100	291696.09	27	100	317312.76	35.51117765	100	294585.19	28.47615091	100
P28288	ABCD3	26772.71	14	100	25081.45	29	100	25739.16	24	100	22577.59	13	100	21598.34	21.54658011	100	22467.14	13.82666769	100
P28289	TMOD1	16741.29	23	100	15684.80	69	100	16095.66	53	100	49943.37	23	100	44982.28	29.39344525	100	49383.85	23.59380611	100
P28290	ITPRID2	3964.10	19	100	3587.76	18	100	3734.12	19	100	4132.70	28	98	5246.92	34.93981003	100	4260.28	30.7011533	98.4962406
P28330	ACADL	6327.63		14			0	6327.63		6	4143.95	56	75	7710.43	62.66255825	86.66666667	4603.00	64.91755432	75.93984962
P28331	NDUFS1	93788.36	7	100	104942.06	21	100	100604.51	18	100	129666.97	12	100	121808.52	10.16904298	100	128780.68	11.9702624	100
P28340	POLD1	115368.24	47	100	156884.51	29	100	140739.29	37	100	62520.31	17	100	69738.67	12.03017618	100	63334.41	16.94733756	100
P28347	TEAD1	5180.98	7	100	6712.43	17	100	6116.87	19	100	5415.77	14	100	5706.80	14.34101099	100	5448.59	13.73171472	100
P28370	SMARCA1	26157.85	11	100	28238.59	11	100	27429.41	12	100	18974.60	15	100	18922.18	26.73580369	100	18968.69	16.94476783	100
P28482	MAPK1	114330.62	7	100	95091.83	9	100	102573.58	12	100	93574.43	8	100	96222.52	7.248473143	100	93873.09	8.301162015	100
P28676	GCA	69851.49	14	100	94909.97	25	100	85165.01	27	100	29317.07	18	100	33447.67	18.45842022	100	29782.93	18.54089914	100
P28702	RXRB	3445.56	27	100	3217.35	15	100	3306.10	20	100	3466.35	17	98	3616.05	14.49173895	100	3483.49	16.84442638	98.4962406
P28715	ERCC5	2461.35	14	100	2921.33	21	100	2742.45	20	100	3356.45	18	99	3758.65	10.34299	100	3402.15	17.82628792	99.2481203
P28799	GRN	16513.77	13	100	13324.84	18	100	14564.98	19	100	18380.05	19	100	19658.42	17.68892912	100	18524.23	19.16872727	100
P28827	PTPRM	2020.43	40	100	2568.18	44	82	2328.54	43	89	3374.95	32	95	3727.31	41.10865425	100	3416.57	33.7128118	95.4887218
P28838	LAP3	126828.35	7	100	155737.55	14	100	144495.08	16	100	96941.48	19	100	112041.88	17.19029987	100	98644.53	19.6336185	100
P28906	CD34	4244.79		14	4076.31	50	36	4110.01	43	28	3295.10	51	99	3136.03	64.68166172	86.66666667	3279.19	52.39743913	97.7443609
P29034	S100A2	550.13	18	29	468.81	45	73	485.08	39	56	1906.90	66	77	1774.45	60.06291439	80	1891.47	65.51362444	77.44360902
P29083	GTF2E1	4252.77	17	100	4329.98	24	100	4299.96	21	100	3064.90	21	100	2998.85	15.31652483	100	3057.45	20.09384421	100
P29084	GTF2E2	2177.16	19	100	2355.07	11	100	2285.88	14	100	2076.82	25	97	1961.45	25.5240307	100	2063.51	24.98545133	97.7443609
P29120	PCSK1	133934.16	30	100	129888.82	66	100	131462.01	53	100	124179.68	26	100	90392.35	48.73320764	100	120369.07	29.14479903	100
P29144	TPP2	26884.63	16	100	28968.74	7	100	28158.25	11	100	27923.24	10	100	27828.38	16.07406193	100	27912.54	10.53830471	100
P29218	IMPA1	99418.56	7	100	79708.79	11	100	87373.70	15	100	72058.52	16	100	65200.47	18.5761135	100	71285.05	16.14827631	100
P29317	EPHA2			0	975.14	38	100	975.14	38	61	1539.76	66	92	2365.16	87.1118033	80	1622.30	72.75199985	90.22556391
P29320	EPHA3	50969.99	70	100	27430.90	47	100	36584.99	71	100	20391.25	65	94	17236.75	44.01573988	93.33333333	20037.94	64.13593554	93.98496241
P29323	EPHB2	6730.51	47	100	7327.68	29	100	7095.45	35	100	6288.97	54	46	6414.92	32.61434168	80	6311.87	50.28121948	49.62406015
P29350	PTPN6	19363.44	17	100	16847.63	18	100	17826.00	18	100	13283.39	11	100	14034.98	12.07408168	100	13368.15	10.87341725	100
P29353	SHC1	2631.30	29	100	3004.45	27	100	2859.33	28	100	5390.63	23	100	5423.33	21.43068601	100	5394.32	22.93548348	100
P29372	MPG	8478.74	15	100	8897.29	9	100	8734.52	12	100	7193.41	14	100	7575.15	18.13025668	100	7236.46	14.51578369	100
P29373	CRABP2	5063.74	76	100	14928.61	86	100	11092.27	101	100	5333.85	42	100	6707.12	107.9338106	100	5488.73	57.87830149	100
P29375	KDM5A	3070.26	12	100	3029.46	18	100	3045.33	16	100	2722.94	30	100	2891.95	17.46172445	100	2742.00	28.46785416	100
P29401	TKT	376674.33	5	100	317848.55	13	100	340725.24	13	100	539416.51	12	100	547582.56	10.44948412	100	540337.50	11.70451972	100
P29466	CASP1			0			0			0	2776.03	37	89	3271.06	47.80966769	93.33333333	2834.27	39.37285971	89.47368421
