Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
Q5U651	RASIP1	952.70	6	29	5811.14	49	36	4191.66	80	33	5536.01	38	100	4885.22	46.72020217	100	5462.61	39.33358939	100
Q5UCC4	EMC10	8150.03	16	100	6746.79	23	100	7292.50	22	100	9647.23	27	100	9700.85	11.4269855	100	9653.28	25.73796559	100
Q5UIP0	RIF1	21036.88	4	100	23444.02	22	100	22507.91	18	100	21032.45	21	100	24162.57	17.24235066	100	21385.47	20.78611791	100
Q5VIR6	VPS53	16894.67	10	100	13752.27	10	100	14974.31	15	100	16409.38	8	100	15940.80	10.46230544	100	16356.54	8.152125252	100
Q5VSG8	MANEAL	5474.64	29	100	3731.04	19	100	4409.11	32	100	4698.20	23	100	4484.04	25.35063591	93.33333333	4675.49	23.11843337	99.2481203
Q5VSL9	STRIP1	14551.39	16	100	12195.68	8	100	13111.79	15	100	10809.44	19	100	11126.06	14.07605181	100	10845.15	18.06674784	100
Q5VST6	ABHD17B	5881.93	24	100	5380.76	25	91	5587.13	24	94	4120.60	45	78	4071.46	28.62739643	46.66666667	4117.13	43.95670249	74.43609023
Q5VSY0	GKAP1	4500.85	35	100	4825.17	22	100	4699.04	26	100	4612.16	23	98	4040.22	27.44848964	100	4546.67	23.72483034	98.4962406
Q5VT06	CEP350	2476.81	41	100	2164.39	35	100	2285.89	37	100	2180.22	19	100	2259.63	19.01525714	100	2189.18	19.015086	100
Q5VT25	CDC42BPA	7305.30	16	100	6342.45	23	100	6716.89	21	100	10207.86	15	100	8196.45	22.74204559	100	9981.01	17.00757249	100
Q5VT52	RPRD2	7708.34	11	100	7892.21	13	100	7820.71	12	100	7395.50	14	100	7977.15	12.49927149	100	7461.10	14.03731328	100
Q5VTB9	RNF220	3770.55	36	100	3622.77	18	100	3680.24	26	100	3010.11	34	91	3315.02	27.07209758	100	3047.60	33.1655202	91.72932331
Q5VTE6	ANGEL2	2880.91	31	100	2784.68	32	100	2822.10	31	100	2401.22	32	94	2623.46	36.56620651	93.33333333	2426.11	32.73224769	93.98496241
Q5VTJ3	KLHDC7A			0			0			0	5289.57	106	82	5689.02	142.9028508	86.66666667	5336.78	110.9571731	82.70676692
Q5VTL8	PRPF38B	9434.89	27	100	10487.14	29	100	10077.93	28	100	7968.75	24	100	8721.16	23.7503743	100	8053.61	24.47447688	100
Q5VTQ0	TTC39B	4408.17	17	100	3424.57	27	100	3807.08	25	100	12075.27	21	100	9639.76	15.57941228	100	11800.59	21.57217377	100
Q5VTR2	RNF20	15540.50	8	100	15790.27	10	100	15693.13	9	100	14724.30	9	100	14759.93	9.158413554	100	14728.32	9.10066703	100
Q5VU43	PDE4DIP	8166.25	12	100	7327.34	10	100	7653.58	12	100	9444.33	12	100	8358.96	17.97366206	100	9321.92	12.93068742	100
Q5VUA4	ZNF318	4699.41	15	100	4694.45	15	100	4696.38	15	100	3620.29	17	100	3820.57	16.2961502	100	3642.88	16.55189634	100
Q5VUB5	FAM171A1	1890.50	32	100	2540.14	33	100	2287.50	35	100	1381.31	31	14	1131.74	36.76153334	26.66666667	1331.40	32.18021106	15.03759398
Q5VUD6	DIPK1B	2435.21	25	100	1446.20	25	91	1853.44	37	94	2307.52	28	97	1794.86	24.0506162	86.66666667	2255.45	29.04991028	96.2406015
Q5VUJ6	LRCH2	3005.74	25	100	2187.88	29	100	2505.94	31	100	1697.11	31	100	1861.24	23.73339098	93.33333333	1714.52	29.93128171	99.2481203
Q5VV41	ARHGEF16	13692.22	14	100	12193.34	11	100	12776.24	13	100	9680.80	12	100	10245.20	20.90937116	100	9744.45	13.52903441	100
Q5VV42	CDKAL1	4469.42	22	100	5637.07	12	100	5182.98	19	100	5109.22	16	100	6017.12	13.06472529	100	5211.61	16.68506872	100
Q5VV43	KIAA0319	1457.84	50	100	1107.57	43	91	1251.80	48	94	1814.04	32	97	1657.01	35.20022439	93.33333333	1797.00	31.9436058	96.9924812
Q5VW32	BROX	18352.62	13	100	19391.19	10	100	18987.30	11	100	36927.19	12	100	37876.41	13.78109415	100	37034.24	11.91516309	100
Q5VW36	FOCAD	10694.03	15	100	10034.76	8	100	10291.14	12	100	8956.29	11	100	8943.50	7.500530528	100	8954.85	10.55590219	100
Q5VW38	GPR107	5369.19	19	100	4443.49	22	100	4803.48	22	100	6423.12	19	100	6389.66	21.01796626	100	6419.35	18.86037322	100
Q5VWG9	TAF3	1564.11	36	43	1314.11	28	91	1371.80	30	72	1198.44	43	68	1438.06	41.62827022	73.33333333	1227.41	42.75303908	68.42105263
Q5VWJ9	SNX30	5608.59	19	100	4790.04	15	100	5108.36	18	100	2660.18	20	100	2573.37	22.65785194	100	2650.39	20.39248678	100
Q5VWN6	TASOR2	20030.97	76	100	12640.49	28	100	15514.57	65	100	10695.28	44	100	11300.62	23.83912695	100	10763.55	41.87638939	100
Q5VWP2	TENT5C	1424.36	55	57	2250.49	59	82	1996.30	61	72	3855.06	44	71	2932.70	71.88775147	80	3739.77	47.53076413	72.18045113
Q5VWP3	MLIP	642.95	54	29	5977.17	125	64	4791.79	144	50	7541.72	41	100	8402.86	49.86605204	100	7638.84	41.98155371	100
Q5VWQ0	RSBN1	1885.03	15	100	2420.56	18	100	2212.30	21	100	2263.31	24	100	2256.07	23.58290134	100	2262.50	23.91579205	100
Q5VWQ8	DAB2IP	5256.03	14	100	5940.38	10	100	5674.24	13	100	5700.52	35	100	8545.10	36.21279446	100	6021.34	38.48942636	100
Q5VWZ2	LYPLAL1	36510.26	13	100	42786.07	16	100	40345.48	16	100	60543.53	14	100	53787.95	10.33424785	100	59781.62	14.44729823	100
Q5VYK3	ECPAS	31888.94	15	100	36416.65	13	100	34655.88	15	100	42215.89	10	100	40239.52	11.91228532	100	41992.99	10.22886075	100
Q5VYS8	TUT7	4513.64	10	100	3590.83	15	100	3949.70	17	100	3806.60	22	99	4635.29	20.15955393	100	3900.77	22.80200953	99.2481203
Q5VYX0	RNLS	2272.81	35	100	2582.32	43	100	2461.95	40	100	4651.41	16	100	4513.67	15.19709599	100	4635.87	16.06470377	100
Q5VYY1	ANKRD22			0	152.27		9	152.27		6	1363.47	97	80	2420.51	68.21007884	93.33333333	1500.49	93.68370215	81.20300752
Q5VZ89	DENND4C	6518.12	13	100	6384.72	13	100	6436.60	13	100	9557.74	10	100	9503.51	11.045421	100	9551.63	10.31973928	100
Q5VZE5	NAA35	10422.09	12	100	10141.73	9	100	10250.76	10	100	8473.08	13	100	8099.14	11.03710384	100	8430.91	12.78393774	100
Q5VZF2	MBNL2	27984.71	22	100	23134.96	28	100	25020.98	26	100	43234.44	13	100	44635.10	16.52845502	100	43392.41	13.01723476	100
Q5VZK9	CARMIL1	10146.15	16	100	12614.28	24	100	11654.45	24	100	8559.48	13	100	9327.24	9.333884098	100	8646.07	13.29964056	100
Q5VZL5	ZMYM4	4224.76	27	100	5398.49	22	100	4942.04	26	100	2655.34	31	99	2951.03	28.33107329	100	2688.94	30.76954758	99.2481203
Q5VZM2	RRAGB	989.19	29	100	1275.23	24	100	1163.99	28	100	893.49	34	97	761.70	28.65412222	93.33333333	879.07	34.33831458	96.2406015
Q5W0U4	BSPRY	4961.53	22	100	3864.02	32	91	4315.94	29	94	10297.68	12	100	11385.69	12.01246519	100	10420.39	12.51893205	100
Q5W0V3	FAM160B1	6843.59	24	100	6032.71	18	100	6348.05	21	100	9212.76	13	100	9071.76	12.76591522	100	9196.86	13.09023492	100
Q5W0Z9	ZDHHC20	23941.08	25	100	18570.26	29	100	20658.91	29	100	12060.22	24	100	11376.60	26.15980346	100	11983.12	24.2398613	100
Q5W111	SPRYD7	6726.08	19	100	5591.68	19	100	6032.83	21	100	13079.28	15	100	12212.68	16.92553503	100	12981.55	14.96624252	100
Q5XKK7	FAM219B	315.32	57	100	174.06	51	100	229.00	64	100	205.02	53	87	183.76	56.02212453	86.66666667	202.64	53.06014431	87.21804511
Q5XKP0	MICOS13	2643.28	28	86	3103.35	35	100	2940.97	33	94	3033.46	30	99	2797.88	34.24400228	100	3006.69	30.13286364	99.2481203
Q5XPI4	RNF123	5737.93	11	100	4908.51	14	100	5231.06	15	100	5413.18	16	100	5505.87	14.10359622	100	5423.64	15.65208877	100
Q5XUX1	FBXW9	4072.02	32	100	4425.51	14	100	4288.04	22	100	1931.62	24	100	1878.56	14.94316044	100	1925.63	23.25939905	100
Q5ZPR3	CD276	5625.40	49	100	6432.55	15	100	6118.66	30	100	3601.14	31	83	4667.40	96.94907751	73.33333333	3708.74	47.66946112	81.95488722
Q629K1	TRIQK	20723.56	36	100	16979.64	19	100	18435.61	29	100	20373.98	30	100	19928.83	30.65426362	100	20323.77	30.26576384	100
Q63HM1	AFMID	5787.10	76	71	4938.15	11	36	5409.79	59	50	5175.12	39	28	6534.50	53.2278509	53.33333333	5440.37	43.47843448	30.82706767
Q63HM9	PLCXD3	21948.78	18	100	14369.20	31	100	17316.82	33	100	46681.66	24	100	27440.70	37.07943811	100	44511.63	28.16790171	100
Q63HN8	RNF213	377057.33	16	100	347888.91	17	100	359232.19	17	100	284434.58	29	100	405204.09	32.53174511	100	298055.21	32.47760979	100
Q63HQ0	AP1AR	4416.68	31	100	3672.78	42	73	4019.94	36	83	4195.45	32	96	4615.11	20.2670174	93.33333333	4241.71	30.4845995	95.4887218
Q63HR2	TNS2	4613.05	51	71	5927.02	55	82	5457.75	54	78	10378.35	24	100	9526.38	39.45397445	100	10282.26	25.83373483	100
Q63ZY3	KANK2	15675.93	75	100	14039.66	38	100	14675.99	55	100	30276.79	33	100	33925.20	42.32623018	100	30688.27	34.64809818	100
Q641Q2	WASHC2A	11363.91	25	100	10508.18	16	100	10840.96	20	100	16084.44	19	100	14940.82	26.41765472	100	15955.46	20.00351176	100
Q643R3	LPCAT4	3545.49	24	100	3956.72	24	100	3796.80	24	100	1813.80	27	99	1835.77	30.74786108	100	1816.30	27.57448316	99.2481203
Q658P3	STEAP3	4611.51	46	57	3404.15	55	55	3887.10	50	56	9484.67	28	100	8123.43	30.48427129	100	9331.14	28.18157042	100
Q658Y4	FAM91A1	10207.30	19	100	9928.39	17	100	10036.85	17	100	13434.54	10	100	12300.33	15.9033152	100	13306.62	10.65299849	100
Q659A1	ICE2	640.22	48	100	769.67	36	100	719.33	40	100	710.75	37	86	841.86	36.209079	80	724.55	37.29991598	85.71428571
Q659C4	LARP1B	2404.86	54	100	1653.68	43	100	1945.81	52	100	2399.94	24	99	2641.40	18.96564494	100	2427.38	23.77459201	99.2481203
Q66GS9	CEP135	2290.91	38	100	2347.90	23	100	2325.74	29	100	2728.30	28	100	2574.41	21.19466654	100	2710.94	27.11988766	100
Q66K14	TBC1D9B	18054.93	8	100	16621.96	13	100	17179.22	12	100	23899.63	10	100	22724.12	14.00593119	100	23767.05	10.87652397	100
Q66K74	MAP1S	18476.30	8	100	22004.17	12	100	20632.22	14	100	22517.81	11	100	21662.03	19.18866632	100	22421.29	12.23543444	100
Q66LE6	PPP2R2D	13573.30	10	100	13512.17	9	100	13535.95	9	100	13277.22	13	100	12840.50	17.15562118	100	13227.97	13.63424693	100
Q66PJ3	ARL6IP4	6490.97	26	100	9400.84	18	100	8269.22	27	100	7189.01	28	100	8238.41	37.14776645	100	7307.37	29.95621103	100
Q676U5	ATG16L1	6977.27	8	100	6298.99	9	100	6562.77	10	100	7966.80	11	100	8067.45	12.03727472	100	7978.15	11.44910106	100
Q684P5	RAP1GAP2	40455.83	15	100	27645.06	20	100	32627.03	26	100	35524.70	25	100	28305.05	32.41053985	100	34710.46	26.80897682	100
Q687X5	STEAP4	5195.15		14	2179.53	83	27	2933.43	72	22	17716.66	43	99	17097.18	54.45571954	100	17646.27	44.10755124	99.2481203
Q68CP9	ARID2	5660.71	22	100	7056.80	16	100	6513.88	21	100	4083.24	15	100	4934.26	11.7096482	100	4179.22	15.81022152	100
Q68CQ4	DIEXF	3241.43	28	100	3335.26	11	100	3298.77	19	100	4074.91	23	100	4784.75	20.60396454	100	4154.97	23.01436271	100
Q68CQ7	GLT8D1	5764.50	39	100	6563.11	26	100	6252.54	30	100	18153.43	16	100	15294.70	21.84180255	100	17831.01	16.94986656	100
Q68CZ2	TNS3	9744.97	19	100	11276.02	15	100	10680.61	17	100	17177.28	14	100	19122.56	9.617601688	100	17396.68	13.93782596	100
Q68D10	SPTY2D1	1604.78	32	71	2067.59	38	73	1889.58	37	72	1931.55	48	91	2270.56	36.39770376	93.33333333	1970.77	46.58746667	90.97744361
Q68D91	MBLAC2	6327.77	18	100	7344.57	20	100	6949.14	20	100	8918.77	18	100	7565.22	18.85062101	100	8766.11	18.60515746	100
Q68DA7	FMN1	7022.72	33	100	8566.81	20	100	7966.33	26	100	9480.09	31	98	11569.46	45.8142172	100	9719.33	34.14092511	98.4962406
Q68DH5	LMBRD2	8530.99	12	100	6330.89	20	100	7186.49	22	100	17054.58	18	100	13878.27	23.37708479	100	16696.35	19.38934795	100
Q68DK2	ZFYVE26	2812.27	22	100	3176.71	22	100	3034.98	22	100	1967.71	28	79	2132.00	31.69666633	100	1990.53	28.97138591	81.20300752
Q68DK7	MSL1	2501.20	21	100	2717.46	24	100	2633.36	23	100	2728.09	34	100	2820.92	38.18967101	100	2738.56	34.07556309	100
Q68DQ2	CRYBG3	19577.52	31	100	20474.37	13	100	20125.60	21	100	24634.15	17	100	25951.37	12.94485196	100	24782.71	17.0253532	100
Q68DU8	KCTD16	16455.23	31	100	11733.65	40	100	13569.82	39	100	7325.14	36	100	9856.84	41.79851332	93.33333333	7593.65	38.6355616	99.2481203
Q68E01	INTS3	9804.17	16	100	9691.41	9	100	9735.26	12	100	7545.61	11	100	7995.49	9.697249351	100	7596.35	10.95890242	100
Q68EM7	ARHGAP17	18177.97	7	100	20220.07	9	100	19425.92	10	100	12652.24	10	100	12173.88	13.43370969	100	12598.29	10.30089694	100
Q69YL0	NCBP2AS2	480.89	23	71	674.79	19	91	610.16	25	83	742.27	39	89	813.24	44.78659959	93.33333333	750.62	39.69941608	89.47368421
Q69YN2	CWF19L1	8781.84	12	100	9220.98	13	100	9050.20	13	100	10627.75	13	100	11662.24	12.12851727	100	10744.42	13.42722988	100
Q69YN4	VIRMA	5094.54	21	100	5296.56	11	100	5218.00	15	100	4411.92	14	100	4895.00	14.62243402	100	4466.40	14.19622364	100
Q69YQ0	SPECC1L	7114.46	20	100	6585.53	8	100	6791.23	14	100	12034.51	14	100	11863.47	16.06371919	100	12015.22	13.90157242	100
Q6A162	KRT40			0			0			0	4015.14	64	50	3914.02	81.48149398	53.33333333	4003.06	65.2578559	50.37593985
Q6AI08	HEATR6	2074.03	13	100	2248.65	26	100	2180.74	22	100	1318.09	27	100	1340.18	27.77988776	100	1320.59	26.9683025	100
Q6AI39	BICRAL	990.37	53	100	1366.39	27	100	1220.16	38	100	1652.45	40	96	1815.45	31.6872093	100	1671.56	38.75433981	96.2406015
Q6BCY4	CYB5R2	28773.47	31	100	20644.88	32	100	23806.00	35	100	3387.69	29	100	3816.40	30.60306718	100	3436.04	29.41330443	100
Q6BDS2	UHRF1BP1	6844.97	14	100	6328.21	12	100	6529.18	13	100	4100.50	22	100	4314.52	17.06250759	100	4124.64	21.75401077	100
Q6DD87	ZNF787	4913.18	25	100	6400.58	12	100	5822.15	20	100	4277.40	16	100	4812.04	15.90183642	100	4337.70	16.76231834	100
Q6DD88	ATL3	6196.31	29	100	6675.76	37	100	6489.31	33	100	31095.20	11	100	32934.75	13.91543525	100	31302.66	11.66682625	100
Q6DHV7	ADAL	1403.12	21	71	1920.63	36	100	1758.91	36	89	1830.69	30	97	1372.33	30.87975134	100	1777.80	30.79819197	97.7443609
Q6DKI1	RPL7L1	7993.14	23	100	8480.40	19	100	8290.91	20	100	8160.50	17	100	9440.99	19.82921423	100	8304.92	18.29605099	100
Q6DKJ4	NXN	14548.61	16	100	15037.96	13	100	14847.66	14	100	7722.59	20	100	7318.23	15.21324672	100	7676.99	19.2916885	100
Q6DKK2	TTC19	17181.28	19	100	17232.74	11	100	17212.73	14	100	20168.76	12	100	18719.70	11.7206446	100	20005.33	12.13994152	100
Q6DN03	H2BC20P	207526.29	16	100	294510.76	19	100	260683.46	25	100	388994.67	18	100	424588.60	11.33395167	100	393009.02	17.0332915	100
Q6DN12	MCTP2	1056.80	33	100	918.54	47	64	987.67	39	78	4052.82	25	100	3132.04	25.30036938	100	3948.97	26.21204107	100
Q6DN90	IQSEC1	19038.62	17	100	15836.80	11	100	17081.95	17	100	10629.26	14	100	10977.97	10.70308126	100	10668.59	13.48869528	100
Q6DT37	CDC42BPG	8064.51	21	100	6693.85	23	100	7226.88	24	100	8946.97	29	100	8301.74	20.98165469	100	8874.20	28.10380057	100
Q6EMK4	VASN			0	945.00	66	36	945.00	66	22	1451.05	52	66	1863.23	55.44940143	93.33333333	1513.77	53.1480472	69.17293233
Q6F5E8	CARMIL2	111988.00	40	100	73116.17	31	100	88233.00	42	100	107866.17	18	100	102791.20	18.69426895	100	107293.80	18.09136282	100
Q6FI81	CIAPIN1	33668.47	9	100	35493.13	13	100	34783.54	12	100	17818.53	12	100	19399.94	11.55424195	100	17996.89	12.31038557	100
Q6FIF0	ZFAND6	2006.27	36	100	2035.65	38	91	2023.55	36	94	2150.06	39	74	2512.85	31.29684414	86.66666667	2197.22	38.33110493	75.18796992
Q6GMR7	FAAH2	465.29	38	71	310.91	41	18	421.18	41	39	568.74	53	79	700.20	63.04865075	93.33333333	585.94	54.93338065	80.45112782
Q6GMV2	SMYD5	6207.29	40	100	7284.94	31	100	6865.85	34	100	8886.40	23	100	10217.21	21.35735366	100	9036.50	23.12802151	100
Q6GMV3	PTRHD1	9031.46	22	100	12035.37	13	100	10867.18	21	100	9406.14	32	100	9741.86	24.14533771	100	9444.00	31.00867788	100
Q6GPI1	CTRB2	8408.63	62	29	22136.17	71	18	15272.40	81	22	127210.24	102	100	185214.89	121.9161989	100	133752.11	107.7197154	100
Q6GQQ9	OTUD7B	4029.96	23	100	4949.64	18	100	4591.99	22	100	5304.41	14	100	5352.64	13.55001011	100	5309.85	14.0834926	100
Q6GTS8	PM20D1	6362.75		14	1702.01		9	4032.38	82	11	1877.81	78	20	9775.55	58.30497244	20	2755.34	119.2919734	20.30075188
Q6GYQ0	RALGAPA1	8386.48	23	100	7713.42	12	100	7975.17	17	100	9577.27	14	100	8582.24	18.38261637	100	9465.05	15.02004218	100
Q6H8Q1	ABLIM2	2693.23	27	86	1861.86	32	100	2155.29	34	94	8942.70	24	100	9653.37	29.35363906	100	9022.85	24.87836625	100
Q6I9Y2	THOC7	7479.63	15	100	8615.40	16	100	8173.71	17	100	5703.42	13	100	6056.54	14.82953788	100	5743.24	13.58022436	100
Q6IA17	SIGIRR	4909.62	39	100	4630.13	40	100	4738.82	39	100	5255.35	23	100	6632.56	27.94748723	100	5410.68	25.50266628	100
Q6IA69	NADSYN1	14340.11	21	100	18078.02	19	100	16624.39	22	100	12226.71	16	100	12729.95	14.8186522	100	12283.47	15.60508597	100
Q6IA86	ELP2	9390.80	10	100	10301.33	10	100	9947.23	11	100	10029.73	11	100	9376.09	16.57896389	100	9956.01	11.66522609	100
Q6IAA8	LAMTOR1	17864.98	33	100	22144.85	36	100	20480.46	36	100	25947.78	20	100	25941.99	22.34328896	100	25947.13	19.94743498	100
Q6IAN0	DHRS7B	4793.90	11	100	10328.28	32	100	8176.02	46	100	12179.37	23	100	13994.92	32.60477965	100	12384.13	24.93736406	100
Q6IBS0	TWF2	11831.33	17	100	11336.39	13	100	11528.87	14	100	11891.78	16	100	12524.86	18.28887043	100	11963.18	16.61971986	100
Q6IC98	GRAMD4	2247.31	32	100	2280.33	29	100	2267.49	29	100	2607.76	25	100	2913.61	41.72105296	100	2642.26	28.13164459	100
Q6ICB0	DESI1	2696.50	27	86	3248.81	62	73	3012.10	52	78	3245.22	34	69	3616.83	34.1852768	80	3292.66	33.95763072	70.67669173
Q6ICG6	KIAA0930	6673.82	15	100	5898.10	16	100	6199.77	16	100	5621.88	20	100	6178.93	16.30172061	100	5684.71	19.41002029	100
Q6ICL3	TANGO2	6854.02	31	100	6549.04	31	100	6667.64	30	100	33360.06	19	100	27650.38	26.41498835	100	32716.11	20.10299827	100
Q6IE81	JADE1	305.08	31	86	566.50	41	100	474.23	48	94	468.93	32	99	392.37	27.54185365	100	460.23	31.68775089	99.2481203
Q6IN84	MRM1	2975.94	37	100	2413.36	26	100	2632.14	33	100	3692.42	26	100	3120.72	26.01217955	93.33333333	3631.79	26.19641994	99.2481203
Q6IN85	PPP4R3A	18167.57	6	100	18870.57	10	100	18597.18	9	100	13741.61	8	100	14094.99	6.354244494	100	13781.47	8.005624234	100
Q6IPR1	ETFRF1	1045.87	35	43	1508.23	53	100	1409.15	52	78	1971.05	40	96	1498.65	28.15647453	86.66666667	1922.31	39.82226282	94.73684211
Q6IPX3	TCEAL6	451.67	69	29	658.41	84	18	555.04	70	22	1041.79	42	91	915.13	38.99914618	80	1029.02	42.26946176	89.47368421
Q6IQ22	RAB12	20815.99	12	100	17893.79	21	100	19030.20	19	100	35381.67	15	100	27073.39	26.28519814	100	34444.65	17.71808751	100
Q6IQ23	PLEKHA7	3034.13	22	100	6005.28	30	100	4849.84	43	100	5228.67	39	98	7566.91	53.5908456	100	5496.41	44.68044466	98.4962406
Q6IQ49	SDE2	5411.01	25	100	5774.90	14	100	5633.39	18	100	7672.13	20	100	7733.16	20.25002827	100	7679.01	19.69187819	100
Q6JQN1	ACAD10	3768.85	21	100	4327.38	29	100	4110.17	27	100	4255.56	18	100	4371.07	24.08119631	100	4268.58	18.90531631	100
Q6KB66	KRT80	12970.65	54	100	6947.63	32	100	9289.92	58	100	19537.81	54	100	30896.89	60.25848138	100	20818.91	58.72006332	100
Q6KC79	NIPBL	9632.31	14	100	11949.59	12	100	11048.42	16	100	10040.78	10	100	10884.22	15.57198285	100	10135.90	11.14026134	100
Q6KCM7	SLC25A25	10715.57	13	100	10128.10	17	100	10356.56	15	100	19382.90	15	100	15973.49	22.84106827	100	18998.38	16.74817241	100
Q6L8Q7	PDE12	46777.93	9	100	37465.27	14	100	41086.86	16	100	63621.08	12	100	57809.55	15.44675834	100	62965.65	12.38236273	100
Q6L9W6	B4GALNT3	3002.95	32	86	3352.30	23	82	3212.56	26	83	4165.57	30	99	5063.36	36.88008768	93.33333333	4261.52	31.60430219	98.4962406
Q6MZP7	LIN54	1002.92	39	100	1132.10	51	100	1081.86	47	100	905.76	40	92	937.67	25.66489825	93.33333333	909.42	38.74632183	91.72932331
Q6MZW2	FSTL4	6657.02	57	100	5469.67	75	100	5931.42	66	100	11074.01	52	100	13276.01	54.12607028	100	11322.35	52.37896167	100
Q6MZZ7	CAPN13	7786.04	77	86	13169.39	45	82	11016.05	58	83	7621.76	52	100	5814.39	39.13836755	93.33333333	7430.07	52.20890451	99.2481203
Q6N043	ZNF280D	1511.49	37	57	1426.07	42	64	1457.13	38	61	1904.64	43	97	1828.31	29.069101	93.33333333	1896.35	41.56248266	96.9924812
Q6N069	NAA16	8856.99	9	100	9699.51	9	100	9371.86	10	100	9738.36	20	100	11687.49	23.67944684	100	9958.18	21.50905414	100
Q6N075	MFSD5	2526.16	25	100	2008.75	22	100	2209.97	26	100	3238.86	23	98	3076.85	20.83216261	100	3220.31	22.73589057	98.4962406
Q6NSI4	RADX	3195.49	38	100	2106.21	37	91	2554.74	43	94	3382.59	27	100	3286.87	30.35263601	93.33333333	3372.44	27.23558233	99.2481203
Q6NSJ2	PHLDB3	5362.79	27	100	4497.11	32	100	4833.76	31	100	3496.90	28	97	3539.77	35.99490725	86.66666667	3501.25	29.14382995	96.2406015
Q6NT16	SLC18B1	5391.87	22	100	4922.71	18	100	5105.16	20	100	4268.15	25	91	4109.93	29.17749225	73.33333333	4253.40	24.88799402	88.72180451
Q6NT76	HMBOX1	1164.11	43	100	1655.91	19	100	1464.65	31	100	1492.82	30	98	1591.87	26.87365326	100	1504.16	29.9449421	98.4962406
Q6NTE8	MRNIP	677.92	32	86	940.59	29	100	847.88	33	94	950.11	45	61	1016.10	49.87093055	60	957.45	45.04953617	60.90225564
Q6NTF9	RHBDD2	51673.11	15	100	25440.82	19	100	35642.27	40	100	34044.37	20	100	28592.28	36.17471638	100	33429.47	22.62428084	100
Q6NUJ5	PWWP2B	1126.44	55	86	1265.95	32	91	1213.63	39	89	1442.99	32	92	1550.66	26.18894844	86.66666667	1454.46	30.89625131	91.72932331
Q6NUK1	SLC25A24	65998.57	26	100	83566.03	28	100	76734.24	29	100	99256.90	18	100	81475.63	16.44232517	100	97251.49	19.01203962	100
Q6NUK4	REEP3	9228.72	15	100	6387.85	21	100	7492.63	26	100	5530.92	18	100	5988.60	12.72368508	100	5582.54	17.55716725	100
Q6NUM9	RETSAT	23810.21	16	100	20776.85	20	100	21956.49	19	100	13536.97	24	100	15681.78	25.57793142	100	13778.87	24.81903309	100
Q6NUN0	ACSM5			0	2401.55	28	27	2401.55	28	17	3429.55	31	76	3501.46	33.97599513	93.33333333	3439.23	31.25539119	78.19548872
Q6NUP7	PPP4R4	17699.05	68	86	14044.19	20	100	15334.14	48	94	18627.98	28	100	18422.65	26.82550116	100	18604.83	27.51920384	100
Q6NUQ1	RINT1	4755.09	15	100	5108.45	9	100	4971.03	12	100	5481.92	11	100	5275.25	6.601607638	100	5458.62	10.47957086	100
Q6NUQ4	TMEM214	10263.85	13	100	10847.56	9	100	10620.56	10	100	19826.71	31	100	26870.04	54.57910907	100	20621.07	38.20021788	100
Q6NUS6	TCTN3	1789.14	33	100	1478.63	29	100	1599.38	32	100	1685.99	23	100	1578.48	28.23531482	100	1673.86	23.80433894	100
Q6NV74	CRACDL	1976.29	18	86	1633.15	41	82	1770.41	32	83	2345.48	25	96	2208.35	15.42357975	93.33333333	2330.36	23.96536014	95.4887218
Q6NVY1	HIBCH	30044.34	9	100	35166.70	14	100	33174.67	15	100	57771.06	21	100	58372.31	33.97602374	100	57838.87	22.52233443	100
Q6NW29	RWDD4	6579.58	14	100	7299.75	22	100	7019.68	20	100	9446.00	16	99	9370.37	22.15749703	100	9437.41	16.83181268	99.2481203
Q6NW34	NEPRO	2974.95	33	100	3314.34	16	100	3182.35	23	100	3966.29	27	98	3984.77	24.2131757	100	3968.41	26.43179395	98.4962406
Q6NWY9	PRPF40B	4127.55	27	100	3996.94	20	100	4047.73	22	100	4552.34	16	100	4690.98	20.22553427	100	4567.98	16.85197435	100
Q6NXE6	ARMC6	9708.85	20	100	10324.59	14	100	10085.13	16	100	6215.86	15	100	6537.11	19.00794558	100	6252.09	15.34537713	100
Q6NXG1	ESRP1	6097.41	31	100	5935.89	21	100	5998.70	24	100	11543.67	11	100	12196.61	11.09486064	100	11617.31	10.93962025	100
Q6NXR4	TTI2	1515.95	24	100	1651.48	23	100	1598.78	23	100	1270.90	23	99	1306.27	21.41399274	100	1274.92	22.77797671	99.2481203
Q6NXT4	SLC30A6	4127.24	43	100	3546.36	25	100	3772.26	34	100	5983.64	17	100	5237.59	17.06375582	100	5899.50	17.58021273	100
Q6NXT6	TAPT1	14284.03	23	100	11084.93	18	100	12329.02	24	100	17708.90	12	100	16125.72	19.56035262	100	17530.34	13.16206435	100
Q6NY19	KANK3	5523.33	120	29	2070.02		9	4372.23	116	17	4572.41	34	92	3879.22	45.24887744	80	4503.09	34.7875391	90.22556391
Q6NYC1	JMJD6	3050.46	31	100	2385.84	29	100	2644.30	32	100	2493.02	38	97	2183.08	23.31022888	100	2456.98	36.89035115	96.9924812
