hgnc_symbol	sorted_eBCs_score	combined_sc_max_score	scRNA_down_in_eBC_score	SCbeta_scRNA_melton2019_score	scRNA_down_in_SCbeta_melton2019_score	scRNA_down_in_SCbeta_balboa2022_score	sc_islet_bulk_rna_score	bulkRNA_down_in_SCislet_score	all_sc_proteomics_score	proteomics_down_in_sc_score	aggregate_score
TNFSF10	0.0855106888361045	0.08076009501187649	0	0.2161520190023753	0.9097387173396675	0	0.09026128266033254	0	0.0688836104513064	0	0.22565320665083136
TNFSF11	0.48931116389548696	0.5249406175771971	0	0.29691211401425177	0	0	0.1828978622327791	0	0.09501187648456057	0	0.24465558194774348
TNFSF12	0.15914489311163896	0.16864608076009502	0	0.14726840855106887	0.9121140142517815	0	0.14014251781472684	0	0.09501187648456057	0	0.29691211401425177
TNFSF13	0.48931116389548696	0.6413301662707839	0	0.20190023752969122	0.9667458432304038	0	0.27078384798099764	0.8147268408551069	0.09501187648456057	0	0.9382422802850356
TNFSF13B	0.16152019002375298	0.13064133016627077	0	0.19002375296912113	0	0	0.28741092636579574	0	0.09501187648456057	0	0.10688836104513064
TNFSF14	0.4323040380047506	0.4251781472684085	0	0.2992874109263658	0.8812351543942993	0	0.6294536817102138	0	0.09501187648456057	0	0.8218527315914489
TNFSF15	0.48931116389548696	0.37054631828978624	0	0.2992874109263658	0.9691211401425178	0	0.17339667458432304	0	0.09501187648456057	0	0.5961995249406176
TNFSF18	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0.9691211401425178	0.09501187648456057	0	0.9667458432304038
TNFSF4	0.2375296912114014	0.26128266033254155	0	0.1496437054631829	0	0	0.15914489311163896	0	0.09501187648456057	0	0.1163895486935867
TNFSF8	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
TNFSF9	0.3919239904988123	0.4584323040380047	0	0.2992874109263658	0	0	0.5154394299287411	0	0.09501187648456057	0	0.334916864608076
TRH	0.3919239904988123	0.6247030878859857	0	0.2992874109263658	0	0	0.33016627078384797	0	0.09501187648456057	0	0.28741092636579574
TSHB	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
TSLP	0.48931116389548696	0.5938242280285035	0	0.2992874109263658	0	0	0.6294536817102138	0.9857482185273159	0.09501187648456057	0	0.8907363420427553
UCN	0.11401425178147269	0.32304038004750596	0	0.27790973871733965	0	0	0.4014251781472684	0.8004750593824228	0.09501187648456057	0	0.4845605700712589
UCN2	0.48931116389548696	0.5249406175771971	0	0.7387173396674585	0	0	0.37767220902612825	0	0.09501187648456057	0	0.5605700712589073
UCN3	0.14251781472684086	0.4584323040380047	0	0.0855106888361045	0.9762470308788599	0	0.12114014251781473	0.8551068883610451	0.023752969121140142	0.9714964370546318	0.9786223277909739
UTS2	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.5320665083135392	0	0	0	0.38004750593824227
UTS2B	0.4323040380047506	0.5724465558194775	0	0.2992874109263658	0.8693586698337292	0	0.45368171021377673	0	0.09501187648456057	0	0.8028503562945368
VEGFA	0.021377672209026127	0.0166270783847981	0	0.011876484560570071	0	0	0.011876484560570071	0	0.09501187648456057	0	0.007125890736342043
VEGFB	0.026128266033254157	0.0166270783847981	0	0.026128266033254157	0	0	0.0332541567695962	0	0.09501187648456057	0	0.009501187648456057
VEGFC	0.25415676959619954	0.28978622327790976	0	0.2992874109263658	0	0	0.19714964370546317	0	0.09501187648456057	0	0.14726840855106887
VEGFD	0.48931116389548696	0.498812351543943	0	0.2992874109263658	0	0	0.4418052256532066	0.8432304038004751	0.09501187648456057	0	0.7980997624703088
VIP	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.8669833729216152	0.09501187648456057	0	0.8479809976247031
WNT1	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT10A	0.3919239904988123	0.32304038004750596	0	0.2992874109263658	0	0	0.42042755344418054	0	0.09501187648456057	0	0.25415676959619954
WNT10B	0.48931116389548696	0.498812351543943	0	0.2992874109263658	0	0	0.33966745843230406	0	0.09501187648456057	0	0.31116389548693585
WNT11	0.48931116389548696	0.5249406175771971	0	0.2992874109263658	0	0	0.6294536817102138	0.9738717339667459	0.09501187648456057	0	0.8669833729216152
WNT16	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0	0.09501187648456057	0	0.48931116389548696
WNT2	0.4323040380047506	0.5249406175771971	0	0.2992874109263658	0	0	0.47030878859857483	0	0.09501187648456057	0	0.34679334916864607
WNT2B	0.17577197149643706	0.11163895486935867	0	0.20902612826603326	0.850356294536817	0	0.171021377672209	0	0.09501187648456057	0	0.28978622327790976
WNT3	0.24703087885985747	0.12826603325415678	0	0.19239904988123516	0	0	0.21377672209026127	0	0.09501187648456057	0	0.11401425178147269
WNT3A	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT4	0.0332541567695962	0.1377672209026128	0	0.03800475059382423	0.8622327790973872	0	0.030878859857482184	0	0.07125890736342043	0.9833729216152018	0.5653206650831354
WNT5A	0.15201900237529692	0.2161520190023753	0	0.0688836104513064	0	0	0.04275534441805225	0	0.09501187648456057	0	0.07363420427553444
WNT5B	0.4323040380047506	0.41092636579572445	0	0.2826603325415677	0	0	0.14726840855106887	0	0.09501187648456057	0	0.21377672209026127
WNT6	0.48931116389548696	0.4584323040380047	0	0.2992874109263658	0	0	0.5629453681710214	0	0.09501187648456057	0	0.40380047505938244
WNT7A	0.48931116389548696	0.6413301662707839	0	0.2992874109263658	0	0	0.6294536817102138	0.9121140142517815	0.09501187648456057	0	0.8693586698337292
WNT7B	0.48931116389548696	0.36104513064133015	0	0.2992874109263658	0	0	0.32779097387173395	0	0.09501187648456057	0	0.27790973871733965
WNT8A	0.48931116389548696	0.6413301662707839	0	0.7387173396674585	0	0	0.6294536817102138	0	0.09501187648456057	0	0.6365795724465558
WNT8B	0.48931116389548696	0.5938242280285035	0	0.2992874109263658	0	0	0.3586698337292161	0	0.09501187648456057	0	0.33966745843230406
WNT9A	0.21852731591448932	0.26128266033254155	0	0.0997624703087886	0	0	0.166270783847981	0.8194774346793349	0.09501187648456057	0	0.32304038004750596
WNT9B	0.3586698337292161	0.4584323040380047	0	0.2992874109263658	0	0	0.46318289786223277	0	0.09501187648456057	0	0.29453681710213775
XCL1	0.3919239904988123	0.6247030878859857	0	0.2992874109263658	0	0	0.27790973871733965	0	0.09501187648456057	0	0.2684085510688836
XCL2	0.48931116389548696	0.6413301662707839	0	0.16152019002375298	0	0	0.6294536817102138	0	0.09501187648456057	0	0.42280285035629456
ZP3	0.27315914489311166	0.32304038004750596	0	0.2992874109263658	0	0	0.6294536817102138	0.9928741092636579	0.09501187648456057	0	0.8004750593824228
